         437420278 function calls (437414804 primitive calls) in 151.708 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.004    0.004 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_writer.py:1(<module>)
       54    0.000    0.000    0.004    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\fonts.py:101(from_tree)
      184    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
     1501    0.001    0.000    0.004    0.000 C:\Python313\Lib\site-packages\pandas\io\formats\excel.py:872(_generate_body)
      195    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap>:416(__enter__)
        2    0.000    0.000    0.004    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\workbook.py:59(__init__)
    32413    0.004    0.000    0.004    0.000 {built-in method builtins.issubclass}
      104    0.002    0.000    0.004    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\cast.py:123(maybe_convert_platform)
     4571    0.003    0.000    0.004    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\base.py:39(__set__)
       42    0.000    0.000    0.004    0.000 C:\Python313\Lib\re\_compiler.py:576(_code)
        1    0.000    0.000    0.004    0.004 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\reader\drawings.py:1(<module>)
     2389    0.001    0.000    0.004    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\base.py:68(__set__)
        1    0.000    0.000    0.004    0.004 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\_3d.py:15(View3D)
     1515    0.000    0.000    0.004    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\worksheet.py:220(cell)
      600    0.000    0.000    0.003    0.000 C:\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:2589(all)
     4074    0.001    0.000    0.003    0.000 C:\Python313\Lib\xml\etree\ElementTree.py:1582(handler)
        1    0.000    0.000    0.003    0.003 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\text.py:1(<module>)
      366    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:632(cached)
      211    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:304(acquire)
      184    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:642(_get_cached)
     1515    0.001    0.000    0.003    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\worksheet.py:251(_get_cell)
   418/42    0.001    0.000    0.003    0.000 C:\Python313\Lib\re\_compiler.py:37(_compile)
        1    0.000    0.000    0.003    0.003 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\utils\cell.py:1(<module>)
    16906    0.002    0.000    0.003    0.000 {built-in method builtins.max}
       22    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1675(_fill_cache)
      191    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:1390(_handle_fromlist)
        1    0.000    0.000    0.003    0.003 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\reader\excel.py:212(read_worksheets)
   139/20    0.001    0.000    0.003    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\serialisable.py:106(to_tree)
        1    0.000    0.000    0.003    0.003 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\base.py:1(<module>)
        2    0.000    0.000    0.003    0.001 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\workbook.py:92(_setup_styles)
        1    0.000    0.000    0.003    0.003 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\fill.py:1(<module>)
      984    0.001    0.000    0.003    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\nested.py:26(__set__)
     1340    0.003    0.000    0.003    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.003    0.003 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\reader\excel.py:150(read_workbook)
     2421    0.002    0.000    0.002    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\base.py:19(__init__)
    29511    0.002    0.000    0.002    0.000 {built-in method numpy.asanyarray}
        1    0.000    0.000    0.002    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_read_only.py:35(__init__)
        1    0.000    0.000    0.002    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_read_only.py:46(_get_size)
     1257    0.001    0.000    0.002    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\base.py:164(__set__)
      100    0.000    0.000    0.002    0.000 <string>:5(_parse_args_rvs)
        1    0.000    0.000    0.002    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\formatting\__init__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\chartspace.py:1(<module>)
        1    0.000    0.000    0.002    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\table.py:1(<module>)
        1    0.000    0.000    0.002    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_reader.py:172(parse_dimensions)
        1    0.000    0.000    0.002    0.002 C:\Python313\Lib\site-packages\pandas\io\formats\excel.py:1(<module>)
        1    0.000    0.000    0.002    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\sequence.py:1(<module>)
      182    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1233(path_stats)
    14602    0.002    0.000    0.002    0.000 C:\Python313\Lib\site-packages\numpy\lib\_shape_base_impl.py:1277(<genexpr>)
        1    0.000    0.000    0.002    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\series_factory.py:1(<module>)
      300    0.001    0.000    0.002    0.000 C:\Python313\Lib\site-packages\numpy\lib\_stride_tricks_impl.py:481(broadcast_arrays)
       57    0.000    0.000    0.002    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\fonts.py:69(__init__)
       22    0.002    0.000    0.002    0.000 {built-in method nt.listdir}
      100    0.001    0.000    0.002    0.000 C:\Python313\Lib\site-packages\scipy\integrate\_ivp\base.py:131(__init__)
        8    0.000    0.000    0.002    0.000 C:\Python313\Lib\zipfile\__init__.py:1910(writestr)
       84    0.000    0.000    0.002    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\utils\indexed_list.py:47(add)
      500    0.000    0.000    0.002    0.000 C:\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:2477(any)
        1    0.000    0.000    0.002    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\graphic.py:1(<module>)
        1    0.000    0.000    0.002    0.002 C:\Python313\Lib\site-packages\pandas\io\parsers\readers.py:1907(read)
       31    0.000    0.000    0.002    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\base.py:241(__init__)
        1    0.000    0.000    0.002    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\reader\workbook.py:27(__init__)
      600    0.001    0.000    0.002    0.000 {method 'all' of 'numpy.generic' objects}
     1670    0.001    0.000    0.002    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\compat\strings.py:12(safe_string)
        2    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap_external>:1318(create_module)
        2    0.002    0.001    0.002    0.001 {built-in method _imp.create_dynamic}
        1    0.000    0.000    0.002    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\child.py:1(<module>)
  435/189    0.001    0.000    0.002    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\serialisable.py:204(__hash__)
        3    0.000    0.000    0.002    0.001 C:\Python313\Lib\zipfile\__init__.py:1328(__init__)
        1    0.000    0.000    0.002    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\stylesheet.py:243(write_stylesheet)
     4074    0.001    0.000    0.002    0.000 C:\Python313\Lib\xml\etree\ElementTree.py:1653(_end)
     1515    0.001    0.000    0.002    0.000 C:\Python313\Lib\site-packages\pandas\io\formats\excel.py:596(_format_value)
        1    0.000    0.000    0.002    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\stylesheet.py:199(apply_stylesheet)
        1    0.000    0.000    0.002    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_writer.py:47(__init__)
        1    0.000    0.000    0.002    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\comments\comment_sheet.py:1(<module>)
        1    0.000    0.000    0.002    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\print_settings.py:1(<module>)
        2    0.000    0.000    0.002    0.001 C:\Python313\Lib\zipfile\__init__.py:1444(_RealGetContents)
        1    0.000    0.000    0.002    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\series.py:1(<module>)
      184    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1619(_get_spec)
     3268    0.001    0.000    0.002    0.000 C:\Python313\Lib\xml\etree\ElementTree.py:1309(read_events)
        1    0.000    0.000    0.002    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\cache.py:1(<module>)
      249    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1500(_path_importer_cache)
        3    0.000    0.000    0.002    0.001 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\worksheet.py:105(__init__)
    15655    0.002    0.000    0.002    0.000 C:\Python313\Lib\site-packages\numpy\linalg\_linalg.py:2571(_norm_dispatcher)
    15087    0.002    0.000    0.002    0.000 C:\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:1443(_searchsorted_dispatcher)
3083/3038    0.001    0.000    0.002    0.000 {built-in method builtins.setattr}
      100    0.000    0.000    0.002    0.000 C:\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:3328(prod)
    14602    0.002    0.000    0.002    0.000 C:\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:3449(_cumprod_dispatcher)
        1    0.000    0.000    0.002    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\named_styles.py:1(<module>)
        1    0.000    0.000    0.002    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\utils\formulas.py:1(<module>)
      100    0.001    0.000    0.002    0.000 C:\Python313\Lib\site-packages\numpy\lib\_function_base_impl.py:1369(diff)
      100    0.000    0.000    0.002    0.000 C:\Python313\Lib\site-packages\scipy\integrate\_ivp\common.py:44(validate_tol)
      100    0.001    0.000    0.002    0.000 C:\Python313\Lib\site-packages\scipy\integrate\_ivp\base.py:4(check_arguments)
        1    0.000    0.000    0.002    0.002 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\filters.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_writer.py:35(create_temporary_file)
     1515    0.001    0.000    0.001    0.000 C:\Python313\Lib\site-packages\pandas\io\formats\excel.py:85(__init__)
       21    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1487(_path_hooks)
      100    0.001    0.000    0.001    0.000 {built-in method numpy.arange}
     1027    0.001    0.000    0.001    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\xml\functions.py:77(localname)
       12    0.000    0.000    0.001    0.000 C:\Python313\Lib\site-packages\pandas\core\frame.py:4062(__getitem__)
        1    0.000    0.000    0.001    0.001 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\stylesheet.py:99(from_tree)
        1    0.000    0.000    0.001    0.001 C:\Python313\Lib\tempfile.py:537(NamedTemporaryFile)
        3    0.000    0.000    0.001    0.000 C:\Python313\Lib\site-packages\pandas\compat\_optional.py:85(import_optional_dependency)
    14602    0.001    0.000    0.001    0.000 C:\Python313\Lib\site-packages\numpy\lib\_shape_base_impl.py:1200(_tile_dispatcher)
       53    0.000    0.000    0.001    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\named_styles.py:50(__init__)
      112    0.000    0.000    0.001    0.000 C:\Python313\Lib\site-packages\pandas\_config\config.py:145(_get_option)
     1515    0.001    0.000    0.001    0.000 C:\Python313\Lib\site-packages\pandas\io\excel\_openpyxl.py:589(_convert_cell)
      380    0.000    0.000    0.001    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\base.py:106(__set__)
       93    0.000    0.000    0.001    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\utils\indexed_list.py:42(append)
       26    0.000    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
      709    0.000    0.000    0.001    0.000 C:\Python313\Lib\site-packages\numpy\_core\_methods.py:67(_all)
        9    0.000    0.000    0.001    0.000 C:\Python313\Lib\zipfile\__init__.py:1255(close)
       60    0.000    0.000    0.001    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\alignment.py:35(__init__)
      184    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:833(spec_from_file_location)
        2    0.000    0.000    0.001    0.001 C:\Python313\Lib\encodings\__init__.py:71(search_function)
      101    0.001    0.000    0.001    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_read_only.py:105(_get_row)
      211    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:162(__enter__)
        1    0.000    0.000    0.001    0.001 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\text.py:1(<module>)
      170    0.000    0.000    0.001    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\base.py:123(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\formatting\rule.py:1(<module>)
        3    0.000    0.000    0.001    0.000 C:\Python313\Lib\importlib\__init__.py:71(import_module)
        3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1375(_gcd_import)
     1510    0.001    0.000    0.001    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\generic.py:42(_instancecheck)
      100    0.001    0.000    0.001    0.000 C:\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:69(_wrapreduction)
      364    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:137(_path_split)
       16    0.000    0.000    0.001    0.000 C:\Python313\Lib\zipfile\__init__.py:1236(write)
     1515    0.001    0.000    0.001    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\cell\_writer.py:12(_set_attributes)
        1    0.000    0.000    0.001    0.001 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\table.py:1(<module>)
     1515    0.000    0.000    0.001    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\cell\cell.py:215(value)
     6186    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
        1    0.000    0.000    0.001    0.001 C:\Python313\Lib\site-packages\pandas\core\internals\construction.py:423(dict_to_mgr)
      110    0.001    0.000    0.001    0.000 C:\Python313\Lib\site-packages\pandas\core\indexes\base.py:649(_simple_new)
        1    0.000    0.000    0.001    0.001 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\header_footer.py:1(<module>)
